,uri,label,kind,inscription_of,position,rank,max_before_date,max_abs_before_date,min_after_date,min_abs_after_date,avg,avg_year,yearlabel,baseline_position
2 I H.29,faust://document/faustedition/2_I_H.29,2 I H.29,Witness,,516,644,1827-12-15,1827-12-15,1827-12-23,1828-01-23,1827-12-19,1827.0,1827,175
2 I H.28,faust://document/faustedition/2_I_H.28,2 I H.28,Witness,,517,645,1827-12-15,,1832-06-06,,1830-03-11,1830.0,1827 … 1832,174
2 I H.31,faust://document/faustedition/2_I_H.31,2 I H.31,Witness,,518,645,1827-12-15,,1827-12-23,,1827-12-19,1827.0,1827,177
2 I H.32 i_uebrige,faust://inscription/faustedition/2_I_H.32/i_uebrige,2 I H.32 i_uebrige,Inscription,2 I H.32,519,655,1827-12-15,1827-12-11,1828-01-01,1828-01-01,1827-12-23,1827.0,1827,69
H P106 i_v,faust://inscription/faustedition/H_P106/i_v,H P106 i_v,Inscription,H P106,520,644,1827-12-15,1827-12-15,1827-12-17,1827-12-17,1827-12-16,1827.0,1827,677
H P105,faust://document/faustedition/H_P105,H P105,Witness,,521,648,1827-12-15,1827-11-06,1827-12-17,1828-05-06,1827-12-16,1827.0,1827,587
H P106,faust://document/faustedition/H_P106,H P106,Witness,,522,649,1827-12-15,1827-12-15,1827-12-17,1827-12-17,1827-12-16,1827.0,1827,588
2 I H.19 i_4,faust://inscription/faustedition/2_I_H.19/i_4,2 I H.19 i_4,Inscription,2 I H.19,523,650,1827-12-19,1827-12-19,1828-01-01,1828-01-01,1827-12-25,1827.0,1827,41
2 I H.19,faust://document/faustedition/2_I_H.19,2 I H.19,Witness,,524,651,1827-12-19,1827-12-19,1828-01-01,1828-01-01,1827-12-25,1827.0,1827,162
2 I H.20,faust://document/faustedition/2_I_H.20,2 I H.20,Witness,,525,653,1827-12-19,,,,1827-12-19,1827.0,1827,163
2 I H.32 i_7_v,faust://inscription/faustedition/2_I_H.32/i_7_v,2 I H.32 i_7_v,Inscription,2 I H.32,526,651,1827-12-21,1827-12-21,1827-12-23,1827-12-23,1827-12-22,1827.0,1827,42
2 I H.43 i_uebrige,faust://inscription/faustedition/2_I_H.43/i_uebrige,2 I H.43 i_uebrige,Inscription,2 I H.43,527,651,1827-12-21,1827-12-21,1827-12-23,1827-12-23,1827-12-22,1827.0,1827,71
2 I H.32,faust://document/faustedition/2_I_H.32,2 I H.32,Witness,,528,669,1827-12-21,1827-12-21,1827-12-23,1827-12-23,1827-12-22,1827.0,1827,178
2 I H.34a,faust://document/faustedition/2_I_H.34a,2 I H.34a,Witness,,529,653,1827-12-21,1827-12-21,1828-06-20,1828-06-20,1828-03-21,1828.0,1827 … 1828,181
2 I H.37,faust://document/faustedition/2_I_H.37,2 I H.37,Witness,,530,669,1827-12-21,1827-12-21,1828-01-01,1828-01-01,1827-12-26,1827.0,1827,184
2 I H.35,faust://document/faustedition/2_I_H.35,2 I H.35,Witness,,531,671,1827-12-21,1827-12-21,1828-01-01,1828-01-01,1827-12-26,1827.0,1827,182
2 I H.41a,faust://document/faustedition/2_I_H.41a,2 I H.41a,Witness,,532,665,1827-12-21,,1832-06-06,,1830-03-14,1830.0,1827 … 1832,189
2 I H.43,faust://document/faustedition/2_I_H.43,2 I H.43,Witness,,533,653,1827-12-21,1827-12-21,1827-12-23,1827-12-23,1827-12-22,1827.0,1827,191
2 I H.43a,faust://document/faustedition/2_I_H.43a,2 I H.43a,Witness,,534,654,1827-12-21,,1832-06-06,,1830-03-14,1830.0,1827 … 1832,192
2 I H.45,faust://document/faustedition/2_I_H.45,2 I H.45,Witness,,535,651,1827-12-21,1827-12-21,1828-01-01,1828-01-01,1827-12-26,1827.0,1827,194
2 I H.44,faust://document/faustedition/2_I_H.44,2 I H.44,Witness,,536,652,1827-12-21,,1832-06-06,,1830-03-14,1830.0,1827 … 1832,193
2 I H.33,faust://document/faustedition/2_I_H.33,2 I H.33,Witness,,537,654,1827-12-22,1827-12-22,1828-01-01,1828-01-01,1827-12-27,1827.0,1827,179
2 I H.9c*,faust://document/faustedition/2_I_H.9c_,2 I H.9c*,Witness,,538,671,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,135
2 I H.9m,faust://document/faustedition/2_I_H.9m,2 I H.9m,Witness,,539,670,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,144
2 I H.9n*,faust://document/faustedition/2_I_H.9n_,2 I H.9n*,Witness,,540,672,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,145
2 I H.9o*,faust://document/faustedition/2_I_H.9o_,2 I H.9o*,Witness,,541,670,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,146
2 I H.9p*,faust://document/faustedition/2_I_H.9p_,2 I H.9p*,Witness,,542,673,1827-12-24,1827-12-24,1827-12-26,1827-12-26,1827-12-25,1827.0,1827,147
2 I H.9d,faust://document/faustedition/2_I_H.9d,2 I H.9d,Witness,,543,678,1827-12-27,1827-12-27,1827-12-29,1827-12-29,1827-12-28,1827.0,1827,136
H P107,faust://document/faustedition/H_P107,H P107,Witness,,544,694,1828-01-07,1828-01-07,1828-02-01,1828-02-01,1828-01-19,1828.0,1828,589
2 I H.46,faust://document/faustedition/2_I_H.46,2 I H.46,Witness,,545,697,1828-01-31,1828-01-31,1829-12-28,1829-12-28,1829-01-13,1829.0,1828 … 1829,195
C.1 12,faust://document/faustedition/C.1_12,C.1 12,Witness,,546,713,1828-03-31,1828-03-31,1828-06-01,1828-06-01,1828-05-01,1828.0,1828,646
C.3 4,faust://document/faustedition/C.3_4,C.3 4,Witness,,547,719,1828-03-31,1828-03-31,1828-06-01,1828-06-01,1828-05-01,1828.0,1828,650
H P179a,faust://document/faustedition/H_P179a,H P179a,Witness,,548,716,1828-04-17,1828-04-17,1828-10-16,1828-10-16,1828-07-17,1828.0,1828,626
H P180,faust://document/faustedition/H_P180,H P180,Witness,,549,717,1828-04-17,,1831-05-17,,1829-10-31,1829.0,1828 … 1831,627
wa: P179.1 i_1_r,faust://inscription/wa/P179.1/i_1_r,wa: P179.1 i_1_r,Inscription,wa: P179.1,550,717,1828-04-17,,,,1828-04-17,1828.0,1828,693
wa: P179.3 i_1_v,faust://inscription/wa/P179.3/i_1_v,wa: P179.3 i_1_v,Inscription,wa: P179.3,551,717,1828-04-17,,,,1828-04-17,1828.0,1828,694
C.2α 4,faust://document/faustedition/C.2alpha_4,C.2α 4,Witness,,552,719,1828-05-16,1828-05-16,1829-01-01,1829-01-01,1828-09-08,1828.0,1828,648
2 III H.69a,faust://document/faustedition/2_III_H.69a,2 III H.69a,Witness,,553,729,1828-07-01,1828-07-01,1828-07-03,1828-07-03,1828-07-02,1828.0,1828,425
2 II H.14,faust://document/faustedition/2_II_H.14,2 II H.14,Witness,,554,738,1829-01-20,1829-01-20,1829-07-21,1829-07-21,1829-04-21,1829.0,1829,234
2 II H.8:2,faust://document/faustedition/2_II_H.8_2,2 II H.8:2,Witness,,555,739,1829-01-20,,1830-01-18,,1829-07-20,1829.0,1829 … 1830,226
C.3 12,faust://document/faustedition/C.3_12,C.3 12,Witness,,556,745,1829-02-28,1829-02-28,1829-11-01,1829-11-01,1829-07-01,1829.0,1829,649
gsa_2: GSA_25_W_1806,faust://document/gsa_2/GSA_25_W_1806,gsa_2: GSA_25_W_1806,UnknownRef,,557,743,1829-03-01,1829-03-01,1829-08-30,1829-08-30,1829-05-31,1829.0,1829,664
2 I H.58,faust://document/faustedition/2_I_H.58,2 I H.58,Witness,,558,748,1829-08-19,1829-08-19,1829-09-01,1829-09-01,1829-08-25,1829.0,1829,209
2 I H.57,faust://document/faustedition/2_I_H.57,2 I H.57,Witness,,559,749,1829-08-27,1829-08-27,1830-01-18,1830-02-25,1829-11-07,1829.0,1829 … 1830,208
2 II H.4a*,faust://document/faustedition/2_II_H.4a_,2 II H.4a*,Witness,,560,756,1829-09-01,1829-09-01,1830-03-02,1830-03-02,1829-12-01,1829.0,1829 … 1830,218
2 I H.50a,faust://document/faustedition/2_I_H.50a,2 I H.50a,Witness,,561,757,1829-09-02,1829-09-02,1830-03-03,1830-03-03,1829-12-02,1829.0,1829 … 1830,200
2 I H.50b,faust://document/faustedition/2_I_H.50b,2 I H.50b,Witness,,562,757,1829-09-02,1829-09-02,1829-12-01,1829-12-01,1829-10-17,1829.0,1829,201
2 I H.50,faust://document/faustedition/2_I_H.50,2 I H.50,Witness,,563,760,1829-09-02,,,,1829-09-02,1829.0,1829,199
2 I H.48,faust://document/faustedition/2_I_H.48,2 I H.48,Witness,,564,761,1829-09-04,1829-09-04,1829-10-01,1829-10-01,1829-09-17,1829.0,1829,197
2 I H.47,faust://document/faustedition/2_I_H.47,2 I H.47,Witness,,565,765,1829-09-04,1829-09-02,1830-03-03,1830-03-03,1829-12-03,1829.0,1829 … 1830,196
2 I H.60,faust://document/faustedition/2_I_H.60,2 I H.60,Witness,,566,761,1829-09-04,1829-08-29,1830-01-18,1830-02-27,1829-11-11,1829.0,1829 … 1830,211
H P149,faust://document/faustedition/H_P149,H P149,Witness,,567,762,1829-10-16,1829-10-16,1829-10-18,1829-10-18,1829-10-17,1829.0,1829,609
2 II H.9,faust://document/faustedition/2_II_H.9,2 II H.9,Witness,,568,769,1829-11-27,1829-11-27,1829-12-02,1829-12-02,1829-11-29,1829.0,1829,227
2 II H.16a,faust://document/faustedition/2_II_H.16a,2 II H.16a,Witness,,569,768,1829-11-27,1829-11-27,1829-12-02,1829-12-02,1829-11-29,1829.0,1829,237
2 II H.6,faust://document/faustedition/2_II_H.6,2 II H.6,Witness,,570,768,1829-11-30,1829-11-30,1830-05-31,1830-05-31,1830-03-01,1830.0,1829 … 1830,221
2 II H.10,faust://document/faustedition/2_II_H.10,2 II H.10,Witness,,571,771,1829-11-30,1829-11-30,1830-01-18,1830-05-31,1829-12-24,1829.0,1829 … 1830,228
2 II H.11,faust://document/faustedition/2_II_H.11,2 II H.11,Witness,,572,775,1829-11-30,1829-11-30,1830-01-18,1830-05-31,1829-12-24,1829.0,1829 … 1830,229
2 I H.56,faust://document/faustedition/2_I_H.56,2 I H.56,Witness,,573,781,1829-11-30,1829-11-27,1830-01-18,1830-02-26,1829-12-24,1829.0,1829 … 1830,207
2 I H.59,faust://document/faustedition/2_I_H.59,2 I H.59,Witness,,574,779,1829-11-30,1829-08-28,1830-02-26,1830-02-26,1830-01-13,1830.0,1829 … 1830,210
2 II H.12,faust://document/faustedition/2_II_H.12,2 II H.12,Witness,,575,778,1829-11-30,,1830-01-18,,1829-12-24,1829.0,1829 … 1830,231
H P161,faust://document/faustedition/H_P161,H P161,Witness,,576,777,1829-11-30,,,,1829-11-30,1829.0,1829,614
2 II H.46,faust://document/faustedition/2_II_H.46,2 II H.46,Witness,,577,775,1829-12-02,1829-12-02,1830-06-02,1830-06-02,1830-03-03,1830.0,1829 … 1830,270
2 II H.15,faust://document/faustedition/2_II_H.15,2 II H.15,Witness,,578,775,1829-12-25,1829-12-25,1830-01-18,,1830-01-06,1830.0,1829 … 1830,235
2 II H.8:1,faust://document/faustedition/2_II_H.8_1,2 II H.8:1,Witness,,579,802,1829-12-25,1829-07-20,1830-01-18,1830-01-18,1830-01-06,1830.0,1829 … 1830,225
2 II H.13,faust://document/faustedition/2_II_H.13,2 II H.13,Witness,,580,789,1829-12-25,1829-07-20,1830-01-18,1830-01-18,1830-01-06,1830.0,1829 … 1830,232
2 II H.74 i_uebrige,faust://inscription/faustedition/2_II_H.74/i_uebrige,2 II H.74 i_uebrige,Inscription,2 II H.74,581,783,1829-12-26,1829-12-26,1830-06-26,1830-06-26,1830-03-27,1830.0,1829 … 1830,65
2 II H.74 i_2,faust://inscription/faustedition/2_II_H.74/i_2,2 II H.74 i_2,Inscription,2 II H.74,582,782,1829-12-26,,,,1829-12-26,1829.0,1829,37
2 II H.74 i_23_m,faust://inscription/faustedition/2_II_H.74/i_23_m,2 II H.74 i_23_m,Inscription,2 II H.74,583,782,1829-12-26,,,,1829-12-26,1829.0,1829,38
2 II H.63,faust://document/faustedition/2_II_H.63,2 II H.63,Witness,,584,778,1829-12-28,1829-12-28,1830-06-26,1830-06-28,1830-03-28,1830.0,1829 … 1830,288
gsa_2: GSA_25_W_1772,faust://document/gsa_2/GSA_25_W_1772,gsa_2: GSA_25_W_1772,UnknownRef,,585,778,1829-12-31,1829-12-31,1830-02-01,1830-02-01,1830-01-16,1830.0,1830,661
2 II H.38,faust://document/faustedition/2_II_H.38,2 II H.38,Witness,,586,781,1830-01-11,1830-01-11,1830-01-21,1830-07-12,1830-01-16,1830.0,1830,262
2 II H.18,faust://document/faustedition/2_II_H.18,2 II H.18,Witness,,587,786,1830-01-11,,1830-01-21,,1830-01-16,1830.0,1830,239
2 II H.20,faust://document/faustedition/2_II_H.20,2 II H.20,Witness,,588,791,1830-01-11,1829-08-01,1830-01-30,1830-01-30,1830-01-20,1830.0,1830,241
2 II H.27:1,faust://document/faustedition/2_II_H.27_1,2 II H.27:1,Witness,,589,794,1830-01-11,1829-08-02,1830-01-31,1830-01-31,1830-01-21,1830.0,1830,248
H P124,faust://document/faustedition/H_P124,H P124,Witness,,590,789,1830-01-11,1829-08-09,1830-02-07,1830-02-07,1830-01-24,1830.0,1830,603
2 II H.17,faust://document/faustedition/2_II_H.17,2 II H.17,Witness,,591,805,1830-01-16,1830-01-16,1830-01-21,1830-01-21,1830-01-18,1830.0,1830,238
2 II H.27:2,faust://document/faustedition/2_II_H.27_2,2 II H.27:2,Witness,,592,809,1830-01-24,1830-01-24,1830-01-30,1830-01-30,1830-01-27,1830.0,1830,249
2 II H.28 alpha,faust://inscription/faustedition/2_II_H.28/alpha,2 II H.28 alpha,Inscription,2 II H.28,593,805,1830-01-24,,,,1830-01-24,1830.0,1830,23
2 II H.28,faust://document/faustedition/2_II_H.28,2 II H.28,Witness,,594,811,1830-01-24,,1830-06-26,,1830-04-10,1830.0,1830,250
2 II H.45,faust://document/faustedition/2_II_H.45,2 II H.45,Witness,,595,802,1830-01-24,1830-01-24,1830-01-30,1830-01-30,1830-01-27,1830.0,1830,269
2 II H.22,faust://document/faustedition/2_II_H.22,2 II H.22,Witness,,596,808,1830-01-27,1830-01-27,1830-02-01,1830-02-01,1830-01-29,1830.0,1830,243
2 II H.25,faust://document/faustedition/2_II_H.25,2 II H.25,Witness,,597,815,1830-01-27,1830-01-16,1830-02-02,1830-07-17,1830-01-30,1830.0,1830,246
2 II H.54,faust://document/faustedition/2_II_H.54,2 II H.54,Witness,,598,808,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,279
2 II H.24,faust://document/faustedition/2_II_H.24,2 II H.24,Witness,,599,810,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,245
2 II H.41,faust://document/faustedition/2_II_H.41,2 II H.41,Witness,,600,810,1830-01-27,,1830-02-02,,1830-01-30,1830.0,1830,265
2 II H.23,faust://document/faustedition/2_II_H.23,2 II H.23,Witness,,601,818,1830-01-27,1830-01-23,1830-02-02,1830-02-02,1830-01-30,1830.0,1830,244
2 II H.42,faust://document/faustedition/2_II_H.42,2 II H.42,Witness,,602,809,1830-01-31,1830-01-31,1830-03-29,1830-03-29,1830-02-28,1830.0,1830,266
2 II H.39,faust://document/faustedition/2_II_H.39,2 II H.39,Witness,,603,813,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,263
2 II H.49,faust://document/faustedition/2_II_H.49,2 II H.49,Witness,,604,811,1830-01-31,1830-01-31,1830-06-26,1830-06-26,1830-04-14,1830.0,1830,274
2 II H.51,faust://document/faustedition/2_II_H.51,2 II H.51,Witness,,605,814,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,276
2 II H.53,faust://document/faustedition/2_II_H.53,2 II H.53,Witness,,606,811,1830-01-31,,1830-06-26,,1830-04-14,1830.0,1830,278
H P125,faust://document/faustedition/H_P125,H P125,Witness,,607,824,1830-02-05,1830-02-05,1830-02-07,1830-02-07,1830-02-06,1830.0,1830,604
2 V H.1a,faust://document/faustedition/2_V_H.1a,2 V H.1a,Witness,,608,827,1830-02-11,1830-02-11,1831-05-05,1831-05-18,1830-09-23,1830.0,1830 … 1831,485
2 V H.1,faust://document/faustedition/2_V_H.1,2 V H.1,Witness,,609,828,1830-02-11,,1832-06-06,,1831-04-10,1831.0,1830 … 1832,484
wa: 2_V_H.alpha,faust://document/wa/2_V_H.alpha,wa: 2_V_H.alpha,UnknownRef,,610,828,1830-02-11,,1832-06-06,,1831-04-10,1831.0,1830 … 1832,110
2 II H.19,faust://document/faustedition/2_II_H.19,2 II H.19,Witness,,611,827,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,240
2 II H.56,faust://document/faustedition/2_II_H.56,2 II H.56,Witness,,612,830,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,281
2 II H.58,faust://document/faustedition/2_II_H.58,2 II H.58,Witness,,613,830,1830-02-15,1830-02-15,1830-06-26,1830-08-16,1830-04-21,1830.0,1830,283
2 II H.60,faust://document/faustedition/2_II_H.60,2 II H.60,Witness,,614,832,1830-02-28,1830-02-28,1830-05-01,1830-05-01,1830-03-31,1830.0,1830,285
2 II H.33,faust://document/faustedition/2_II_H.33,2 II H.33,Witness,,615,839,1830-03-21,1830-03-21,1830-09-19,1830-09-19,1830-06-20,1830.0,1830,256
2 II H.52,faust://document/faustedition/2_II_H.52,2 II H.52,Witness,,616,840,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,277
2 II H.47,faust://document/faustedition/2_II_H.47,2 II H.47,Witness,,617,849,1830-03-25,,1830-06-26,,1830-05-10,1830.0,1830,271
2 II H.55,faust://document/faustedition/2_II_H.55,2 II H.55,Witness,,618,842,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,280
2 II H.57,faust://document/faustedition/2_II_H.57,2 II H.57,Witness,,619,855,1830-03-25,1830-02-15,1830-06-26,1830-08-16,1830-05-10,1830.0,1830,282
2 II H.61,faust://document/faustedition/2_II_H.61,2 II H.61,Witness,,620,842,1830-03-25,1830-03-25,1830-03-27,1830-03-27,1830-03-26,1830.0,1830,286
2 II H.62,faust://document/faustedition/2_II_H.62,2 II H.62,Witness,,621,845,1830-03-25,1830-03-25,1830-06-26,1830-09-23,1830-05-10,1830.0,1830,287
2 II H.31a,faust://document/faustedition/2_II_H.31a,2 II H.31a,Witness,,622,849,1830-04-18,1830-04-18,1830-04-20,1830-04-20,1830-04-19,1830.0,1830,254
2 II H.34,faust://document/faustedition/2_II_H.34,2 II H.34,Witness,,623,855,1830-04-22,1830-04-22,1830-10-21,1830-10-21,1830-07-22,1830.0,1830,257
2 II H.64,faust://document/faustedition/2_II_H.64,2 II H.64,Witness,,624,855,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,289
2 II H.65,faust://document/faustedition/2_II_H.65,2 II H.65,Witness,,625,858,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,290
2 II H.66,faust://document/faustedition/2_II_H.66,2 II H.66,Witness,,626,859,1830-05-28,1830-05-28,1830-06-26,1830-11-26,1830-06-11,1830.0,1830,291
H P159,faust://document/faustedition/H_P159,H P159,Witness,,627,862,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,612
H P160,faust://document/faustedition/H_P160,H P160,Witness,,628,862,1830-06-04,1830-06-04,1830-12-03,1830-12-03,1830-09-03,1830.0,1830,613
H P126,faust://document/faustedition/H_P126,H P126,Witness,,629,863,1830-06-08,1830-06-08,1830-06-21,1830-06-21,1830-06-14,1830.0,1830,605
2 II H.67,faust://document/faustedition/2_II_H.67,2 II H.67,Witness,,630,869,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,292
2 II H.71,faust://document/faustedition/2_II_H.71,2 II H.71,Witness,,631,867,1830-06-11,1830-06-11,1830-06-26,1830-12-10,1830-06-18,1830.0,1830,296
2 II H.69,faust://document/faustedition/2_II_H.69,2 II H.69,Witness,,632,870,1830-06-11,,1831-02-26,,1830-10-19,1830.0,1830 … 1831,294
2 II H.74,faust://document/faustedition/2_II_H.74,2 II H.74,Witness,,633,947,1830-06-11,1829-12-26,1830-06-26,1830-06-26,1830-06-18,1830.0,1830,299
2 II H.7,faust://document/faustedition/2_II_H.7,2 II H.7,Witness,,634,895,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,224
2 II H.35,faust://document/faustedition/2_II_H.35,2 II H.35,Witness,,635,892,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,258
2 II H.36,faust://document/faustedition/2_II_H.36,2 II H.36,Witness,,636,895,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,259
2 II H.36a,faust://document/faustedition/2_II_H.36a,2 II H.36a,Witness,,637,892,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,260
2 II H.47a,faust://document/faustedition/2_II_H.47a,2 II H.47a,Witness,,638,892,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,272
wa: 2_II_H.alpha,faust://document/wa/2_II_H.alpha,wa: 2_II_H.alpha,UnknownRef,,639,896,1830-06-11,,1832-06-06,,1831-06-09,1831.0,1830 … 1832,109
H P157,faust://document/faustedition/H_P157,H P157,Witness,,640,865,1830-06-17,1830-06-17,1830-06-19,1830-06-19,1830-06-18,1830.0,1830,611
2 V H.37a i_v,faust://inscription/faustedition/2_V_H.37a/i_v,2 V H.37a i_v,Inscription,2 V H.37a,641,867,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,85
landeck: 2_V_H.h,faust://document/landeck/2_V_H.h,landeck: 2_V_H.h,UnknownRef,,642,867,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,104
2 V H.37a,faust://document/faustedition/2_V_H.37a,2 V H.37a,Witness,,643,867,1830-06-19,1830-06-19,1830-12-18,1830-12-18,1830-09-18,1830.0,1830,530
2 II H.70,faust://document/faustedition/2_II_H.70,2 II H.70,Witness,,644,912,1830-08-28,1830-08-28,1831-02-26,1831-02-26,1830-11-27,1830.0,1830 … 1831,295
2 II H.73,faust://document/faustedition/2_II_H.73,2 II H.73,Witness,,645,910,1830-08-28,,1832-06-06,,1831-07-18,1831.0,1830 … 1832,298
landeck: 2_V_H.1I,faust://document/landeck/2_V_H.1I,landeck: 2_V_H.1I,UnknownRef,,646,910,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,99
landeck: 2_V_H.1II,faust://document/landeck/2_V_H.1II,landeck: 2_V_H.1II,UnknownRef,,647,912,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,100
landeck: 2_V_H.1III,faust://document/landeck/2_V_H.1III,landeck: 2_V_H.1III,UnknownRef,,648,910,1830-11-04,1830-11-04,1831-05-05,1831-05-05,1831-02-03,1831.0,1830 … 1831,101
2 V H.34,faust://document/faustedition/2_V_H.34,2 V H.34,Witness,,649,912,1830-11-30,1830-11-30,1830-12-11,1830-12-11,1830-12-05,1830.0,1830,525
2 V H.35,faust://document/faustedition/2_V_H.35,2 V H.35,Witness,,650,912,1830-11-30,1830-11-30,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,526
2 V H.37b,faust://document/faustedition/2_V_H.37b,2 V H.37b,Witness,,651,915,1830-11-30,1830-11-30,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,531
2 V H.37a i_r,faust://inscription/faustedition/2_V_H.37a/i_r,2 V H.37a i_r,Inscription,2 V H.37a,652,915,1830-11-30,1830-06-19,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,50
landeck: 2_V_H.33I,faust://document/landeck/2_V_H.33I,landeck: 2_V_H.33I,UnknownRef,,653,921,1830-11-30,,1830-12-18,,1830-12-09,1830.0,1830,102
2 V H.32a i_r,faust://inscription/faustedition/2_V_H.32a/i_r,2 V H.32a i_r,Inscription,2 V H.32a,654,925,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,51
2 V H.32a i_v,faust://inscription/faustedition/2_V_H.32a/i_v,2 V H.32a i_v,Inscription,2 V H.32a,655,927,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,84
2 V H.33 i_uebrige,faust://inscription/faustedition/2_V_H.33/i_uebrige,2 V H.33 i_uebrige,Inscription,2 V H.33,656,928,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,68
2 V H.32a,faust://document/faustedition/2_V_H.32a,2 V H.32a,Witness,,657,916,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,523
2 V H.32a alpha,faust://inscription/faustedition/2_V_H.32a/alpha,2 V H.32a alpha,Inscription,2 V H.32a,658,915,1830-12-01,,1830-12-18,,1830-12-09,1830.0,1830,28
2 V H.33,faust://document/faustedition/2_V_H.33,2 V H.33,Witness,,659,922,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,524
2 V H.37c,faust://document/faustedition/2_V_H.37c,2 V H.37c,Witness,,660,931,1830-12-01,,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,532
2 V H.37e,faust://document/faustedition/2_V_H.37e,2 V H.37e,Witness,,661,913,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,534
2 V H.37f,faust://document/faustedition/2_V_H.37f,2 V H.37f,Witness,,662,917,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,535
2 V H.37g,faust://document/faustedition/2_V_H.37g,2 V H.37g,Witness,,663,930,1830-12-01,,1832-06-06,,1831-09-03,1831.0,1830 … 1832,536
2 V H.38a,faust://document/faustedition/2_V_H.38a,2 V H.38a,Witness,,664,923,1830-12-01,1830-06-19,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,538
H P196,faust://document/faustedition/H_P196,H P196,Witness,,665,913,1830-12-01,1830-12-01,1830-12-18,1830-12-18,1830-12-09,1830.0,1830,636
2 V H.37,faust://document/faustedition/2_V_H.37,2 V H.37,Witness,,666,941,1831-02-12,1831-02-12,1831-02-14,1831-02-14,1831-02-13,1831.0,1831,529
2 V H.33 i_3_r,faust://inscription/faustedition/2_V_H.33/i_3_r,2 V H.33 i_3_r,Inscription,2 V H.33,667,943,1831-02-12,1831-02-12,1831-08-13,1831-08-13,1831-05-14,1831.0,1831,39
2 V H.33 i_3_v,faust://inscription/faustedition/2_V_H.33/i_3_v,2 V H.33 i_3_v,Inscription,2 V H.33,668,943,1831-02-12,1831-02-12,1831-08-13,1831-08-13,1831-05-14,1831.0,1831,40
2 V H.0a,faust://document/faustedition/2_V_H.0a,2 V H.0a,Witness,,669,954,1831-04-05,1831-04-05,1831-05-01,1831-05-01,1831-04-18,1831.0,1831,478
landeck: 2_H,faust://document/landeck/2_H,landeck: 2_H,UnknownRef,,670,955,1831-04-05,,,,1831-04-05,1831.0,1831,103
2 V H.0f,faust://document/faustedition/2_V_H.0f,2 V H.0f,Witness,,671,954,1831-04-05,1831-04-05,1831-05-05,1831-05-05,1831-04-20,1831.0,1831,483
2 V H.0c,faust://document/faustedition/2_V_H.0c,2 V H.0c,Witness,,672,955,1831-04-24,1831-04-24,1831-09-22,1831-10-23,1831-07-08,1831.0,1831,480
2 V H.0b,faust://document/faustedition/2_V_H.0b,2 V H.0b,Witness,,673,961,1831-04-24,1831-03-24,1831-09-22,1831-09-22,1831-07-08,1831.0,1831,479
